;ID User;Action Name;ID Level;ID Mission;Booster 1;Booster 2;Booster 3;Leftover Moves;;;;;;;;
266;f3fc4880c2d7;missionFailed;46;40a5c37c99e3;0;0;0;NA;;;;;;;;
267;f3fc4880c2d7;missionStarted;46;f59f60eac772;0;0;0;NA;;;;;;;;
268;f3fc4880c2d7;missionCompleted;46;f59f60eac772;0;0;0;11;;;;;;;;
269;f3fc4880c2d7;missionStarted;47;75ef66651464;0;0;0;NA;;;;;;;;
270;f3fc4880c2d7;missionFailed;47;75ef66651464;0;0;0;NA;;;;;;;;
271;f3fc4880c2d7;missionStarted;47;9c3ece4253b4;0;0;0;NA;;;;;;;;
272;f3fc4880c2d7;missionFailed;47;9c3ece4253b4;0;0;0;NA;;;;;;;;
273;f3fc4880c2d7;missionStarted;47;9578c86dd120;0;0;0;NA;;;;;;;;
274;f3fc4880c2d7;missionCompleted;47;9578c86dd120;0;0;0;15;;;;;;;;
275;f3fc4880c2d7;missionStarted;48;506bb6b5e7ea;0;0;0;NA;;;;;;;;
276;f3fc4880c2d7;missionFailed;48;506bb6b5e7ea;0;0;0;NA;;;;;;;;
277;f3fc4880c2d7;missionStarted;48;7d19209b3269;0;0;0;NA;;;;;;;;
278;f3fc4880c2d7;missionCompleted;48;7d19209b3269;0;0;0;0;;;;;;;;
279;f3fc4880c2d7;missionStarted;49;3333bb9d611d;0;0;0;NA;;;;;;;;
280;f3fc4880c2d7;missionFailed;49;3333bb9d611d;0;0;0;NA;;;;;;;;
281;f3fc4880c2d7;missionStarted;49;4c00692f291e;0;0;0;NA;;;;;;;;
282;f3fc4880c2d7;missionFailed;49;4c00692f291e;0;0;0;NA;;;;;;;;
283;f3fc4880c2d7;missionStarted;49;b50110722f85;0;0;0;NA;;;;;;;;
284;f3fc4880c2d7;missionFailed;49;b50110722f85;0;0;0;NA;;;;;;;;
285;f3fc4880c2d7;useContinue;49;b50110722f85;NA;NA;NA;NA;;;;;;;;
286;f3fc4880c2d7;missionCompleted;49;b50110722f85;0;0;0;3;;;;;;;;
287;f3fc4880c2d7;missionStarted;50;af3e12299f88;0;0;0;NA;;;;;;;;
288;f3fc4880c2d7;missionCompleted;50;af3e12299f88;0;0;0;15;;;;;;;;
289;f3fc4880c2d7;missionStarted;51;9ad175523adb;0;0;0;NA;;;;;;;;
290;f3fc4880c2d7;missionFailed;51;9ad175523adb;0;0;0;NA;;;;;;;;
291;f3fc4880c2d7;missionStarted;51;46ef8b70b654;0;0;0;NA;;;;;;;;
292;f3fc4880c2d7;missionFailed;51;46ef8b70b654;0;0;0;NA;;;;;;;;
293;f3fc4880c2d7;missionStarted;51;b708402deeef;0;0;0;NA;;;;;;;;
294;f3fc4880c2d7;missionFailed;51;b708402deeef;0;0;0;NA;;;;;;;;
295;f3fc4880c2d7;missionStarted;51;ec9ed2b44491;0;0;0;NA;;;;;;;;
296;f3fc4880c2d7;missionCompleted;51;ec9ed2b44491;0;0;0;11;;;;;;;;
297;f3fc4880c2d7;missionStarted;52;8c76d425e8b5;0;0;0;NA;;;;;;;;
298;f3fc4880c2d7;missionFailed;52;8c76d425e8b5;0;0;0;NA;;;;;;;;
299;f3fc4880c2d7;missionStarted;52;2ceeec972605;0;0;0;NA;;;;;;;;
300;f3fc4880c2d7;missionCompleted;52;2ceeec972605;0;0;0;0;;;;;;;;
